time,pc,actual_rate,required_rate,arrival_rate,idle_ues,queued_ues,active_ues,interference,sum_tx_power,avg_antennas,sm0_cnt,sm1_cnt,sm2_cnt,sm3_cnt,reward,pc_kw,qos_reward,drop_ratio
"Mon, 00:00",0.0,0.0,0.0,0.0,0,0,0,0.0,44.8,64.0,7,0,0,0,0.0,0.0,0.0,0.0
"Mon, 00:01",312.36232890299476,0.0,0.0,0.0,0,0,0,0.0,0.0,60.0,0,0,7,0,-0.3123623352050781,0.3123623352050781,0.0,0.0
"Mon, 00:02",312.36232890299476,0.0,0.0,0.0,0,0,0,0.0,0.0,60.0,0,0,7,0,-0.3123623352050781,0.3123623352050781,0.0,0.0
"Mon, 00:03",353.61648478783707,173.0232907615904,6.528038240296246,0.0,0,0,2,2.4965895235901255e-13,12.0,60.0,2,0,5,0,-0.35361648559570313,0.35361648559570313,0.0,0.0
"Mon, 00:04",408.4192065442321,74.45175909089208,0.04091350067969716,0.0,0,0,1,1.5419266094649824e-12,24.8,61.142857142857146,4,2,1,0,-0.3902859047786323,0.40841921997070313,0.01813331519207086,0.0
"Mon, 00:05",275.68353673341363,0.0,0.0,0.0,0,0,0,0.0,0.0,58.857142857142854,0,1,3,3,-0.25801688372476017,0.27568353271484375,0.01766664899008357,0.0
"Mon, 00:06",273.0939218409043,0.0,0.0,0.0,0,0,0,0.0,0.0,58.857142857142854,0,0,4,3,-0.27309393310546876,0.27309393310546876,0.0,0.0
"Mon, 00:07",273.0939218409043,0.0,0.0,0.0,0,0,0,0.0,0.0,58.857142857142854,0,0,4,3,-0.27309393310546876,0.27309393310546876,0.0,0.0
"Mon, 00:08",273.0939218409043,0.0,0.0,0.0,0,0,0,0.0,0.0,58.857142857142854,0,0,4,3,-0.27309393310546876,0.27309393310546876,0.0,0.0
"Mon, 00:09",273.0939218409043,0.0,10.416666666666668,0.0,0,1,0,0.0,0.0,58.857142857142854,0,0,4,3,-0.27309393310546876,0.27309393310546876,0.0,0.0
"Mon, 00:10",304.07513219991677,0.0,12.096774193548391,0.0,0,1,0,0.0,6.0,58.857142857142854,1,6,0,0,-0.2847418203120938,0.3040751342773438,0.019333313965249992,0.0
"Mon, 00:11",406.83071495023955,74.8067344492499,6.393944144723409,0.0,0,0,1,0.0,6.0,58.857142857142854,1,6,0,0,-0.3924307334179681,0.40683071899414064,0.014399985576172567,0.0
"Mon, 00:12",341.64808151542223,0.0,0.0,0.0,0,0,0,0.0,0.0,56.57142857142857,0,1,5,1,-0.3247147549446765,0.3416480712890625,0.01693331634438599,0.0
"Mon, 00:13",310.5774013092635,0.0,0.0,0.0,0,0,0,0.0,0.0,56.57142857142857,0,0,6,1,-0.310577392578125,0.310577392578125,0.0,0.0
"Mon, 00:14",328.8729502184663,231.83267292386412,5.549638928217955,29.999999999999986,0,0,2,0.0,6.0,56.57142857142857,1,0,5,1,-0.3288729553222656,0.3288729553222656,0.0,0.0
"Mon, 00:15",335.6502159120776,82.76461024007187,4.633579095555057,44.99999999999998,0,0,1,2.344205164238295e-13,17.200000000000003,59.42857142857143,3,1,2,1,-0.31698355025573194,0.33565020751953123,0.01866665726379928,0.0
"Mon, 00:16",348.2250816044181,0.0,0.0,44.99999999999998,0,0,0,0.0,0.0,58.285714285714285,0,1,3,3,-0.3301584184830229,0.3482250671386719,0.018066648655649015,0.0
"Mon, 00:17",310.5774013092635,0.0,5.1194539249146755,44.99999999999998,0,1,0,0.0,0.0,58.285714285714285,0,0,4,3,-0.310577392578125,0.310577392578125,0.0,0.0
"Mon, 00:18",313.08658966507863,80.816685574172,15.704457396849582,44.99999999999998,0,1,1,0.0,5.6000000000000005,58.285714285714285,1,2,2,2,-0.3130865783691406,0.3130865783691406,0.0,0.0
"Mon, 00:19",337.0010519797561,0.0,16.345520421607382,44.99999999999998,0,2,0,0.0,5.6000000000000005,57.714285714285715,1,0,3,3,-0.32113438673008854,0.33700103759765626,0.015866650867567732,0.0
"Mon, 00:20",374.4095064659425,208.53890549863075,9.580850271056535,44.99999999999998,0,1,2,8.24686076069111e-15,10.8,57.714285714285715,2,2,0,3,-0.37440951538085937,0.37440951538085937,0.0,0.0
