demand,done,dropped,delay,delay_budget,service_time,avg_tx_power,avg_chan_gain,avg_signal,avg_interference,avg_sinr
1500000.0,1500000.0,0.0,0.03800000000000003,0.15,0.023000000000000013,6.0,1.6749127074588102e-13,5.929190984404188e-11,3.92674519194072e-13,100.12130139122931
1500000.0,1500000.0,0.0,0.035000000000000024,0.3,0.024000000000000014,6.0,4.518642116666479e-14,1.5995993092999335e-11,0.0,80.16987527401278
1500000.0,1500000.0,0.0,0.047000000000000035,0.3,0.016000000000000007,6.0,6.015182853688434e-13,2.1293747302057056e-10,1.07948396283376e-13,692.5367291532934
1500000.0,1500000.0,0.0,0.03400000000000002,0.3,0.02900000000000002,1.6104740401800874,7.77890590039948e-14,7.090664988631822e-12,0.0,35.53750770230131
1500000.0,1500000.0,0.0,0.024000000000000014,0.3,0.022000000000000013,1.715438032668972,2.416685049590018e-13,2.3343500041223012e-11,0.0,116.9946420883866
1500000.0,1500000.0,0.0,0.08900000000000007,0.3,0.048000000000000036,1.7433438523559723,1.4974727792683507e-14,1.4672797465340612e-12,0.0,7.353818771227302
1500000.0,1500000.0,0.0,0.06400000000000004,0.3,0.05300000000000004,1.8006533088431513,1.1643163711648282e-14,1.1659709389634415e-12,0.0,5.843697493888795
1500000.0,1500000.0,0.0,0.046000000000000034,0.3,0.04200000000000003,2.2555194589543412,1.8788076760022836e-14,2.300471057881526e-12,0.0,11.529667255392447
1500000.0,1500000.0,0.0,0.05600000000000004,0.3,0.05000000000000004,2.3787383310491776,1.0970479243964146e-14,1.4032848181124251e-12,0.0,7.033084359809153
1500000.0,1500000.0,0.0,0.04200000000000003,0.15,0.03800000000000003,3.6095487624691005,1.5219716962252132e-14,2.9756964182851726e-12,0.0,14.913810559949258
1500000.0,1500000.0,0.0,0.04000000000000003,0.15,0.01800000000000001,4.4,4.1346101733813146e-13,7.822682448037448e-11,0.0,392.06285756765004
1500000.0,1500000.0,0.0,0.05400000000000004,0.3,0.023000000000000013,5.6000000000000005,6.715618102918467e-14,2.068410375698888e-11,0.0,103.6660874202471
1500000.0,1500000.0,0.0,0.036000000000000025,0.15,0.03200000000000002,3.733333333333334,1.6555151889703027e-14,3.3993245213523555e-12,0.0,17.03698053057936
1500000.0,1500000.0,0.0,0.06300000000000004,0.15,0.03300000000000002,2.7654281750430947,4.001439737606356e-14,4.284992587375319e-12,1.3054921618259446e-15,21.402734863020118
1500000.0,1500000.0,0.0,0.1370000000000001,0.15,0.024000000000000014,5.6000000000000005,5.874922974436323e-14,1.8094762761263877e-11,0.0,90.6886409145961
1500000.0,1500000.0,0.0,0.05100000000000004,0.15,0.036000000000000025,3.227657459965524,3.363323016815434e-14,4.00675978749737e-12,2.8332138159454014e-14,17.865907890415848
1500000.0,1500000.0,0.0,0.07500000000000005,0.15,0.023000000000000013,4.274254751703182,9.466268114701562e-14,2.055878469638939e-11,0.0,103.03800428722083
1500000.0,1500000.0,0.0,0.04100000000000003,0.3,0.037000000000000026,2.7179095638500086,3.11125719461966e-14,4.240806523605678e-12,0.0,21.25438089914416
1500000.0,1500000.0,0.0,0.05000000000000004,0.3,0.037000000000000026,1.7932725463336296,3.983292384960715e-14,3.481726662807078e-12,2.4612562841723173e-14,15.30285926167444
1500000.0,1500000.0,0.0,0.07400000000000005,0.3,0.059000000000000045,1.6664896448597601,2.20886789552186e-14,1.7642112113886082e-12,6.22675311475554e-11,7.0466307449048005
1500000.0,1500000.0,0.0,0.04100000000000003,0.15,0.035000000000000024,1.618579842203975,5.701358189400588e-14,4.1188002608199044e-12,0.0,20.64290108583612
1500000.0,1500000.0,0.0,0.04400000000000003,0.3,0.04000000000000003,1.3233709202063533,4.5902536019726776e-14,2.7163674920680385e-12,0.0,13.614087088646295
1500000.0,1500000.0,0.0,0.08900000000000007,0.3,0.07400000000000005,1.4027945769971246,1.0201879621112456e-14,6.426819109593733e-13,0.0,3.221039690560167
1500000.0,1500000.0,0.0,0.06700000000000005,0.15,0.06100000000000005,2.0039558676119946,9.501911371907504e-15,8.63133215772941e-13,0.0,4.325913486650512
1500000.0,1500000.0,0.0,0.04400000000000003,0.15,0.03800000000000003,3.157869049983404,2.073573788904122e-14,2.9684200192107245e-12,0.0,14.877342176720349
1500000.0,1500000.0,0.0,0.11800000000000009,0.3,0.017000000000000008,1.826700525464311,1.767420962041866e-12,1.0977065920266951e-10,0.0,550.1565301922792
1500000.0,1500000.0,0.0,0.04500000000000003,0.15,0.02000000000000001,2.6460594425897432,6.171354811686328e-13,5.030587071226251e-11,1.0569178815980278e-14,239.44297801340986
1500000.0,1500000.0,0.0,0.026000000000000016,0.3,0.024000000000000014,2.6872738907435902,2.2510975027123791e-13,1.8628180767583203e-11,6.840226389825963e-15,90.62047308173459
1500000.0,1500000.0,0.0,0.07300000000000005,0.3,0.03300000000000002,2.5866497372678445,5.512343887224703e-14,4.765205816682357e-12,1.3030288267056534e-15,23.682066897635387
1500000.0,1500000.0,0.0,0.22700000000000017,0.3,0.028000000000000018,1.1433334817892722,3.8101855462464624e-13,1.0890781767132821e-11,3.454628696414612e-14,46.5273832175467
1500000.0,1500000.0,0.0,0.06200000000000005,0.3,0.03100000000000002,0.9012810418958231,5.861626796150176e-13,1.3539450168449167e-11,1.7548587625026023e-13,36.104034746467775
1500000.0,1500000.0,0.0,0.06300000000000004,0.3,0.04100000000000003,1.6769974678913038,6.557104566652876e-14,2.9202240589156917e-12,0.0,14.635790176597576
