id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,cell_traffic,cell_dropped_traffic,num_requests,disconnects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,num_rejects,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[2697. 3082. 1161.  510.],10081.0,201.60000000059856,[27.548 43.956 50.007 80.089],11253.877271851867,8524.0,10144500000.0,74007731.5103081,4747.0,1709.0,55.81726650060175,0.7755976589624014,44.04959825414146,12.353834253767229,0.7325690053047955,0.1800416625334788,0.31098105346691796,1.995635353635552,[0.137 0.218 0.248 0.397],0.0,0.0,0.00729535526741664,50319940.47604108,[13.378 15.288  5.759  2.53 ],42.28174603162049
1,[1958. 2222. 1243.  703.],10081.0,201.60000000059856,[22.557 18.047 62.689 98.307],10921.849753816892,10824.0,3889500000.0,19428785.72343634,3822.0,1366.0,54.17046797845618,0.34004563039380703,24.987203650431503,8.738479629477077,0.7251197217161605,0.14274377541910524,0.30463247693681184,0.7901001884733657,[0.112 0.09  0.311 0.488],0.0,0.0,0.004995188513545788,19293154.76184748,[ 9.712 11.022  6.166  3.487],53.69047619031678
2,[1622. 1907. 1225.  730.],10081.0,201.60000000059856,[ 18.157  17.366  63.071 103.006],10559.207780810244,10000.0,3568500000.0,30703791.276044797,2921.0,995.0,52.371827104503595,0.27917865291141525,24.31584168237278,6.55604618033258,0.47551952764511,0.1056442813212975,0.24580894752504712,0.7124293224878484,[0.09  0.086 0.313 0.511],0.0,0.0,0.008604116933177749,17700892.8570903,[8.046 9.459 6.076 3.621],49.60317460302733
3,[1998. 2272. 1345.  625.],10081.0,201.60000000059856,[22.518 21.953 69.065 88.064],10913.038970889998,9912.0,4033500000.0,33747095.543748796,3441.0,1376.0,54.12676803337655,0.34397381212181016,25.213371689316535,8.777981615883737,0.6133970443715899,0.14443011605991468,0.24769368118242238,0.7839500049598254,[0.112 0.109 0.343 0.437],0.0,0.0,0.008366702750402577,20007440.476131074,[ 9.911 11.27   6.672  3.1  ],49.16666666652069
4,[2060. 2293. 1366.  650.],10081.0,201.60000000059856,[23.448 21.639 65.516 90.997],11007.348835774928,10632.0,4065000000.0,24579334.797520287,3436.0,1421.0,54.594528498036986,0.36012300367026806,25.431207221505804,9.238368055553538,0.6797695595941153,0.1502827100486063,0.2620771748834441,0.7905961710147803,[0.116 0.107 0.325 0.451],0.0,0.0,0.00604657682595825,20163690.47613061,[10.218 11.374  6.776  3.224],52.73809523793866
5,[1674. 1997. 1245.  683.],10081.0,201.60000000059856,[19.18  19.401 65.488 97.531],10667.953291618816,10032.0,3793500000.0,28279786.96881826,2853.0,1042.0,52.91118585268666,0.3038190655688905,25.030453328042853,7.036578714554029,0.5011180144006276,0.11199285785140363,0.2396587640115068,0.7447673841880765,[0.095 0.096 0.325 0.484],0.0,0.0,0.0074548008353283925,18816964.28565842,[8.304 9.906 6.176 3.388],49.761904761757016
6,[1940. 2206. 1299.  655.],10081.0,201.60000000059856,[22.116 19.773 65.725 93.986],10678.727360644836,10264.0,3670500000.0,29452467.291173138,3268.0,1311.0,52.96462335405417,0.30802499752008544,23.331415534173196,8.13465270641649,0.6459362651033328,0.13609760936415038,0.25820851106041065,0.7470489038785835,[0.11  0.098 0.326 0.466],0.0,0.0,0.008024102245245373,18206845.23804118,[ 9.623 10.942  6.443  3.249],50.91269841254725
