id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,num_requests,disconnects,cell_traffic,cell_dropped_traffic,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,num_rejects,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[3974. 4272. 1013.  428.],10081.0,201.60000000059856,[41.031 56.421 42.034 62.114],12855.475331608382,6816.0,5898.0,2597.0,18277500000.0,71034732.92408872,63.76091326062339,1.2845154250570134,48.32933240749926,20.430831443074503,1.1776856950280796,0.29471282610852095,0.29669675627417913,3.090963198095427,[0.204 0.28  0.209 0.308],0.0,0.0,0.0038864578265128554,90662202.3806832,[19.712 21.19   5.025  2.123],33.809523809423425
1,[2602. 2940. 1160.  678.],10081.0,201.60000000059856,[29.911 26.224 50.655 94.81 ],11140.108599214262,11412.0,5578.0,1790.0,8353500000.0,42803118.369789876,55.25299374672115,0.6231127864299187,33.49032834044242,13.504557757793906,0.8963906090431468,0.20692391627814702,0.433389544688027,1.402142644578911,[0.148 0.13  0.251 0.47 ],0.0,0.0,0.005123974186842626,41436011.90463888,[12.907 14.583  5.754  3.363],56.60714285697479
2,[2250. 2653. 1195.  707.],10081.0,201.60000000059856,[25.735 26.728 50.171 98.966],10838.421096202643,11600.0,4124.0,1375.0,7510500000.0,23340432.508327615,53.756676402155016,0.4716992361868862,29.891082233905365,10.521305053669582,0.7276959336291016,0.15960718182719968,0.3498660847138181,1.258803690110108,[0.128 0.133 0.249 0.491],0.0,0.0,0.0031077068781476085,37254464.28560368,[11.161 13.16   5.928  3.507],57.5396825395117
3,[2800. 3144. 1317.  595.],10081.0,201.60000000059856,[31.712 33.44  53.109 83.339],11503.542045198035,11412.0,4271.0,1907.0,7488000000.0,22153732.61887737,57.0555601884602,0.603709949409784,29.602222001785538,14.124244570218389,0.9106216388437547,0.21694276361472076,0.3169328439638925,1.2457097510167643,[0.157 0.166 0.263 0.413],0.0,0.0,0.0029585647194013583,37142857.142746866,[13.889 15.595  6.533  2.951],56.60714285697479
4,[2633. 2950. 1204.  618.],10081.0,201.60000000059856,[29.738 31.945 50.8   89.117],11382.259481433617,11560.0,4694.0,1814.0,7651500000.0,18881872.057582755,56.45401984640905,0.5861720067453656,30.97470489038786,13.645100714263858,0.8812125879699796,0.20970141851006843,0.36573752603908344,1.2391627814700923,[0.148 0.158 0.252 0.442],0.0,0.0,0.0024677347000696273,37953869.04750636,[13.061 14.633  5.972  3.065],57.341269841099596
5,[2223. 2593. 1208.  644.],10081.0,201.60000000059856,[24.959 29.603 54.302 92.736],10972.63557728069,11044.0,3250.0,1269.0,6757500000.0,21832727.415813003,54.42235679635079,0.4495188969348275,27.71312369804583,9.969848456257054,0.6635418980933836,0.1503819065568892,0.26624342823132624,1.120226168038885,[0.124 0.147 0.269 0.46 ],0.0,0.0,0.003230888259831743,33519345.237995718,[11.027 12.862  5.992  3.194],54.78174603158338
6,[2704. 3035. 1256.  615.],10081.0,201.60000000059856,[31.645 28.973 52.892 88.09 ],11191.276741805093,11068.0,5001.0,1940.0,7905000000.0,36211389.728123516,55.50677880073638,0.6389842277551865,31.579406804880467,14.478944951241836,0.9996508808728145,0.22239857157028073,0.36405118539827397,1.3151473068148,[0.157 0.144 0.262 0.437],0.0,0.0,0.004580820964974512,39211309.52369311,[13.413 15.055  6.23   3.051],54.900793650630646
