id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,num_requests,cell_traffic,cell_dropped_traffic,disconnects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,num_rejects,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[4031. 4299. 1040.  437.],10081.0,201.60000000059856,[44.191 53.64  39.921 63.848],13061.4081547759,6712.0,6621.0,18543000000.0,78132500.23170263,2980.0,64.78230411057476,1.406844559071496,50.337863307211585,21.687068249175258,1.3055918061527583,0.3382600932447178,0.3583969844261482,3.275369506993354,[0.219 0.266 0.198 0.317],0.0,0.0,0.004213584653599883,91979166.66639358,[19.995 21.324  5.159  2.168],33.29365079355195
1,[2633. 2842. 1245.  665.],10081.0,201.60000000059856,[31.254 22.821 53.029 94.496],11616.40696619585,10256.0,4981.0,7504500000.0,31338794.254899286,1956.0,57.61535049199001,0.5757762126773206,29.460966173990677,13.907140715386403,1.0107567486160847,0.22596964586846544,0.40134907251264756,1.3192143636543994,[0.155 0.113 0.263 0.469],0.0,0.0,0.004176000300472955,37224702.38084186,[13.061 14.097  6.176  3.299],50.873015872864826
2,[2101. 2405. 1176.  698.],10081.0,201.60000000059856,[24.917 23.341 53.583 99.759],11217.662798973377,9752.0,3679.0,6583500000.0,26387394.202285435,1361.0,55.63764903765749,0.39805574843765246,26.148993155440927,9.980230159427602,0.6663990717583944,0.16228548755083821,0.31643686142247796,1.133320107132229,[0.124 0.116 0.266 0.495],0.0,0.0,0.004008110306415347,32656249.999903042,[10.422 11.93   5.833  3.462],48.37301587287225
3,[2763. 3041. 1311.  588.],10081.0,201.60000000059856,[31.585 30.598 57.038 82.379],11798.594057520882,9816.0,4203.0,6783000000.0,33321933.586077638,2013.0,58.51896665767293,0.5416129352246841,27.051284594782263,13.806886338042055,0.8929799315470819,0.22299375061997817,0.3014581886717588,1.1632774526336673,[0.157 0.152 0.283 0.409],0.0,0.0,0.004912565765307038,33645833.33323344,[13.705 15.084  6.503  2.917],48.69047619033163
4,[2561. 2803. 1177.  653.],10081.0,201.60000000059856,[31.16  27.414 52.362 90.664],11556.94095875526,10752.0,4583.0,7248000000.0,28377165.52814,1832.0,57.320409477008276,0.5539926594583942,29.05426049003075,13.525694519275005,0.9807810733883481,0.22061303442118838,0.3741692292431306,1.2325166154151375,[0.155 0.136 0.26  0.45 ],0.0,0.0,0.003915171844390177,35952380.95227421,[12.703 13.904  5.838  3.239],53.333333333174984
5,[2307. 2566. 1245.  638.],10081.0,201.60000000059856,[26.667 27.961 56.264 90.708],11179.104739327307,10472.0,3621.0,6907500000.0,27645149.947439004,1395.0,55.44640779350661,0.4691994841781574,27.629798631088185,10.674341746322105,0.7235628852196425,0.16784049201468107,0.30026783057236384,1.2000793572066264,[0.132 0.139 0.279 0.45 ],0.0,0.0,0.004002193260577489,34263392.85704113,[11.443 12.728  6.176  3.165],51.94444444429022
6,[2683. 2909. 1296.  614.],10081.0,201.60000000059856,[32.144 26.179 56.021 87.256],11319.622818150114,10992.0,4989.0,7153500000.0,36983832.93010917,1993.0,56.143352931998244,0.557801805376454,28.805872433290347,13.929815195348894,0.9939832499445841,0.22944152365836723,0.3719869060609067,1.2486856462652514,[0.159 0.13  0.278 0.433],0.0,0.0,0.005170033260656905,35483630.952275604,[13.309 14.43   6.429  3.046],54.52380952364764
