demand,done,dropped,delay,delay_budget,service_time,avg_tx_power,avg_chan_gain,avg_signal,avg_interference,avg_sinr
1500000.0,1500000.0,0.0,0.036000000000000025,0.15,0.015000000000000006,6.0,7.372154221044739e-13,2.609742594249838e-10,0.0,1307.969671291335
1500000.0,1500000.0,0.0,0.014000000000000005,0.3,0.011000000000000003,4.930443141410387,2.7992554327380466e-11,8.11688067196098e-09,0.0,40680.769696627925
1500000.0,1500000.0,0.0,0.03200000000000002,0.3,0.03000000000000002,4.302908004834487,2.2076779607989184e-14,5.5759027372026064e-12,0.0,27.945712678333052
1500000.0,1500000.0,0.0,0.03200000000000002,0.15,0.028000000000000018,4.08726853308805,3.226524508606638e-14,7.726286403460431e-12,0.0,38.72316108762334
1500000.0,1500000.0,0.0,0.027000000000000017,0.3,0.025000000000000015,2.651179227095703,9.614545464436048e-14,1.4784132263702433e-11,0.0,74.09618350824715
1500000.0,1500000.0,0.0,0.03000000000000002,0.3,0.027000000000000017,4.826796221781469,2.042544703633507e-13,5.976911622951329e-11,1.0049500351818079e-12,49.62249392785851
1500000.0,1500000.0,0.0,0.01800000000000001,0.3,0.017000000000000008,6.0,3.094085058640305e-13,1.095306110758668e-10,0.0,548.9534396261827
1500000.0,1323651.7465532066,176348.25344679342,0.1500000000000001,0.15,0.01900000000000001,5.126763597011274,1.0818155303783212e-13,2.7731062399125105e-11,2.3985790531011698e-14,124.06966814368296
1500000.0,1500000.0,0.0,0.07200000000000005,0.15,0.06400000000000004,4.782292179599905,7.319857733444059e-15,2.0522900800774696e-12,6.405943658623674e-13,7.368817399370352
1500000.0,1500000.0,0.0,0.036000000000000025,0.15,0.03200000000000002,2.6366182014943633,4.0210802598054866e-13,5.405574788091358e-11,1.312015376187026e-13,268.82445007698874
1500000.0,1500000.0,0.0,0.017000000000000008,0.15,0.014000000000000005,6.4,9.998781787419265e-13,4.0315088166874485e-10,9.818488779453387e-15,1930.0207374447773
1500000.0,1500000.0,0.0,0.04000000000000003,0.15,0.026000000000000016,5.333333333333333,1.0185384537952218e-13,2.846475465539713e-11,2.754035164407583e-13,59.86170510372967
1500000.0,1500000.0,0.0,0.08000000000000006,0.15,0.06300000000000004,5.519935222442599,8.028912350576306e-15,2.5496312406358342e-12,4.652768417551224e-13,8.169542551157289
1500000.0,1500000.0,0.0,0.036000000000000025,0.15,0.02000000000000001,2.9983485091093858,3.0273254466915106e-13,4.5384883698381984e-11,2.660256033981438e-14,202.4833731637917
1500000.0,1500000.0,0.0,0.028000000000000018,0.3,0.02100000000000001,3.201100993927076,3.6583091554893497e-13,5.918719228893222e-11,9.167743737523042e-14,233.3753497774807
1500000.0,1500000.0,0.0,0.04500000000000003,0.15,0.04000000000000003,6.400000000000001,8.17078068377196e-15,3.2944587716968547e-12,5.3314631094081446e-14,13.732524320555143
1500000.0,1500000.0,0.0,0.04500000000000003,0.15,0.01800000000000001,6.0,2.0158975183045844e-13,7.13627721479823e-11,0.0,357.6611035682055
1500000.0,1500000.0,0.0,0.04000000000000003,0.3,0.012000000000000004,6.0,6.573975380971381e-12,2.3271872848638687e-09,1.8403228743634757e-13,6067.359138147446
1500000.0,1500000.0,0.0,0.036000000000000025,0.15,0.015000000000000006,5.2,2.531590844546182e-12,6.713778919736475e-10,2.3397711301443493e-13,1548.725979797166
1500000.0,1500000.0,0.0,0.024000000000000014,0.3,0.01800000000000001,2.965405678220274,5.056860327614829e-13,8.697472551095991e-11,0.0,435.90622074329275
1500000.0,1500000.0,0.0,0.04500000000000003,0.3,0.02100000000000001,4.517297160889863,1.7196779545185856e-13,4.557202216758741e-11,1.2084354253951891e-14,211.91886256155914
1500000.0,1500000.0,0.0,0.05500000000000004,0.3,0.023000000000000013,4.800000000000001,4.902988718424107e-13,1.1061142548764786e-10,8.718613654167265e-13,103.24127869903498
1500000.0,1500000.0,0.0,0.036000000000000025,0.3,0.013000000000000005,2.35098959539992,9.75338938856732e-12,1.0547853807306647e-09,1.4408124398271464e-13,3760.3564247043014
1500000.0,1500000.0,0.0,0.03800000000000003,0.3,0.01800000000000001,3.2326736030667207,9.471371113586078e-13,1.4235753574337025e-10,4.197536512868955e-13,304.0773739993727
1500000.0,1500000.0,0.0,0.02100000000000001,0.3,0.02000000000000001,3.2218451329611297,8.897621273254786e-13,1.384770563133438e-10,4.2318906724431485e-13,262.98927889870913
1500000.0,1500000.0,0.0,0.015000000000000006,0.3,0.014000000000000005,5.800000000000001,1.6598500846380456e-12,5.49410378015193e-10,1.0722359569608752e-13,1792.8888405744394
1500000.0,1500000.0,0.0,0.027000000000000017,0.15,0.025000000000000015,2.092407237730991,1.7779131980643338e-13,1.7041576803587688e-11,8.025858905708329e-14,65.38276386353913
1500000.0,1500000.0,0.0,0.04500000000000003,0.15,0.04100000000000003,3.231794597619945,3.113675157189278e-14,4.667691193763569e-12,7.205180374360733e-12,17.657576103169962
1500000.0,1500000.0,0.0,0.02900000000000002,0.15,0.027000000000000017,4.184074310503952,5.338396503172168e-14,1.044550261547664e-11,0.0,52.35152559697165
1500000.0,1500000.0,0.0,0.059000000000000045,0.3,0.024000000000000014,3.2039906722190254,8.563085390597126e-14,1.701034834447069e-11,0.0,85.253694298015
1500000.0,1500000.0,0.0,0.04200000000000003,0.3,0.025000000000000015,4.26400621852065,6.180321235928355e-14,1.6470662326154453e-11,0.0,82.54885687254271
1500000.0,1500000.0,0.0,0.05100000000000004,0.15,0.026000000000000016,4.533333333333334,5.5977840901682046e-14,1.1270205301538654e-11,4.068521363383825e-15,55.26862804683893
