time,pc,actual_rate,required_rate,arrival_rate,idle_ues,queued_ues,active_ues,interference,sum_tx_power,avg_antennas,sm0_cnt,sm1_cnt,sm2_cnt,sm3_cnt,reward,pc_kw,qos_reward,drop_ratio
"Mon, 00:00",0.0,0.0,0.0,0.0,0,0,0,0.0,44.8,64.0,7,0,0,0,0.0,0.0,0.0,0.0
"Mon, 00:01",312.36232890299476,0.0,0.0,0.0,0,0,0,0.0,0.0,60.0,0,0,7,0,-0.3123623352050781,0.3123623352050781,0.0,0.0
"Mon, 00:02",312.36232890299476,0.0,20.92845127958669,0.0,3,0,0,0.0,0.0,60.0,0,0,7,0,-0.3123623352050781,0.3123623352050781,0.0,0.0
"Mon, 00:03",433.5683668430972,268.6416089068048,7.755879101583514,0.0,0,0,3,3.837095495416087e-13,18.0,60.0,3,4,0,0,-0.4167683761034577,0.433568359375,0.016799983271542304,0.0
"Mon, 00:04",450.1078175671495,0.0,0.0,0.0,0,0,0,0.0,0.0,60.0,0,7,0,0,-0.43253004665982875,0.4501078186035156,0.017577771943686867,0.0
"Mon, 00:05",363.23276532433977,0.0,0.0,0.0,0,0,0,0.0,0.0,59.42857142857143,0,0,7,0,-0.3632327575683594,0.3632327575683594,0.0,0.0
"Mon, 00:06",363.23276532433977,0.0,0.0,0.0,0,0,0,0.0,0.0,59.42857142857143,0,0,7,0,-0.3632327575683594,0.3632327575683594,0.0,0.0
"Mon, 00:07",363.23276532433977,0.0,0.0,0.0,0,0,0,0.0,0.0,59.42857142857143,0,0,7,0,-0.3632327575683594,0.3632327575683594,0.0,0.0
"Mon, 00:08",363.23276532433977,0.0,0.0,0.0,0,0,0,0.0,0.0,59.42857142857143,0,0,7,0,-0.3632327575683594,0.3632327575683594,0.0,0.0
"Mon, 00:09",363.23276532433977,0.0,28.14685314685315,0.0,3,0,0,0.0,0.0,59.42857142857143,0,0,7,0,-0.3632327575683594,0.3632327575683594,0.0,0.0
"Mon, 00:10",483.2727748404701,431.1212869079665,20.936236459220456,0.0,0,0,5,1.7160929026669252e-13,23.6,59.42857142857143,4,3,0,0,-0.48327276611328124,0.48327276611328124,0.0,0.0
"Mon, 00:11",654.957945711369,74.51677532552443,0.7393006462327355,0.0,0,0,1,0.0,6.0,58.285714285714285,1,6,0,0,-0.6390646166997651,0.6549579467773438,0.015893330077578646,0.0
"Mon, 00:12",307.3760781640603,97.73931874999478,3.759466864406851,14.999999999999993,0,0,1,0.0,6.0,54.857142857142854,1,0,4,2,-0.2904427517708484,0.3073760681152344,0.01693331634438599,0.0
"Mon, 00:13",338.6369610728769,48.87706087003282,17.263197133422025,44.99999999999998,1,0,1,9.27376335773917e-15,18.0,53.714285714285715,3,0,2,2,-0.319970314960145,0.338636962890625,0.018666647930479986,0.0
"Mon, 00:14",338.4157747353378,50.11852445638729,12.458534907084559,44.99999999999998,1,0,1,0.0,6.0,54.285714285714285,1,2,2,2,-0.338415771484375,0.338415771484375,0.0,0.0
"Mon, 00:15",309.9526526534558,58.46061499582252,33.40859958518881,74.99999999999997,2,0,1,0.0,6.0,52.0,1,2,2,2,-0.294619349256181,0.30995266723632814,0.015333317980147141,0.0
"Mon, 00:16",434.144652879698,178.24161430762604,11.231295370577296,89.99999999999996,0,0,3,4.082987949743637e-14,10.4,52.57142857142857,2,3,0,2,-0.42281133139977395,0.4341446533203125,0.011333321920538554,0.0
"Mon, 00:17",392.6897242321789,57.683730448093534,3.6471709448113794,89.99999999999996,0,0,1,0.0,4.4,52.57142857142857,1,3,1,2,-0.3769563997976272,0.39268972778320316,0.015733327985575953,0.0
"Mon, 00:18",369.22443941208365,90.07386438738543,14.344824513534276,89.99999999999996,1,0,2,0.0,4.4,52.57142857142857,1,0,0,6,-0.3692244262695313,0.3692244262695313,0.0,0.0
"Mon, 00:19",366.6569490586369,111.02351045114811,20.506568873565353,89.99999999999996,1,0,1,0.0,4.4,52.57142857142857,1,2,0,4,-0.3489902940808932,0.36665695190429687,0.017666657823403646,0.0
"Mon, 00:20",348.452354325591,0.0,16.129032258064527,89.99999999999996,0,1,0,0.0,0.0,52.57142857142857,0,3,0,4,-0.3305857133121863,0.34845236206054686,0.01786664874836056,0.0
