id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,cell_traffic,cell_dropped_traffic,num_requests,disconnects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,num_rejects,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[2849. 3097. 1214.  471.],10081.0,201.60000000059856,[28.985 42.152 54.516 75.947],11205.768238221584,9384.0,9933000000.0,71529914.64483456,4558.0,1719.0,55.57865409295255,0.8199583374665168,42.697748239261976,12.895715106832483,0.7798334531456964,0.18480309493105843,0.2759646860430513,1.9369110207320703,[0.144 0.209 0.27  0.377],0.0,0.0,0.007201239770948813,49270833.33318704,[14.132 15.362  6.022  2.336],46.54761904748084
1,[2068. 2255. 1353.  687.],10081.0,201.60000000059856,[23.639 17.597 62.405 97.959],11118.806931624054,10268.0,4077000000.0,24551015.349241313,3852.0,1482.0,55.1473411944416,0.3632179347286939,25.09552623747644,9.071786627115873,0.7283894052688499,0.1515722646562841,0.30403729788711437,0.7955559964289257,[0.117 0.087 0.31  0.486],0.0,0.0,0.006021833541633876,20223214.285654243,[10.258 11.186  6.711  3.408],50.932539682388466
2,[1734. 1959. 1281.  709.],10081.0,201.60000000059856,[ 19.24   17.356  63.976 101.028],11100.041991891085,9268.0,3621000000.0,30357386.793129236,2967.0,1057.0,55.054270369459694,0.2912806269219293,23.440928479317527,7.054265000611616,0.5403805633069771,0.11090169626029164,0.23311179446483485,0.6941771649637932,[0.095 0.086 0.317 0.501],0.0,0.0,0.008383702511220446,17961309.523756195,[8.601 9.717 6.354 3.517],45.972222222085726
3,[2053. 2228. 1367.  615.],10081.0,201.60000000059856,[22.861 20.319 69.591 88.829],11223.288417399397,9736.0,3771000000.0,26426140.704470493,3299.0,1378.0,55.6655511228978,0.3353238765995406,23.159607181827198,9.078006578948303,0.6128939605345963,0.14502529510961215,0.2492808253149489,0.7308798730284694,[0.113 0.101 0.345 0.441],0.0,0.0,0.007007727580077033,18705357.142801605,[10.184 11.052  6.781  3.051],48.29365079350741
4,[2083. 2210. 1349.  662.],10081.0,201.60000000059856,[23.953 19.005 64.702 93.94 ],11264.187403467124,9612.0,3933000000.0,30297872.664769705,3697.0,1477.0,55.8684029534084,0.3677412955063949,24.610653704989584,9.265162917473937,0.7432602776526018,0.1563336970538637,0.2923321099097312,0.7691697252256721,[0.119 0.094 0.321 0.466],0.0,0.0,0.007703501821706002,19508928.57137065,[10.332 10.962  6.691  3.284],47.67857142842987
5,[1735. 1925. 1275.  642.],10081.0,201.60000000059856,[19.412 18.787 70.458 92.943],11220.085335716869,8768.0,3414000000.0,19250574.960939825,2738.0,1041.0,55.64966439696396,0.2735839698442592,22.419204444003572,7.050355068165968,0.46759891712231594,0.1127864299176669,0.2218033925205833,0.6766193829977185,[0.096 0.093 0.349 0.461],0.0,0.0,0.0056387155714527895,16934523.80947353,[8.606 9.549 6.324 3.185],43.49206349193436
6,[1936. 2090. 1302.  672.],10081.0,201.60000000059856,[21.837 17.879 65.373 96.511],10904.517897955044,9700.0,3505500000.0,25489290.307381872,3292.0,1331.0,54.084504999277684,0.30925503422279244,22.50411665509374,8.356329537213684,0.6081292337626611,0.13808153952980856,0.26614423172304336,0.7069735145322885,[0.108 0.089 0.324 0.479],0.0,0.0,0.007271228157861039,17388392.85709123,[ 9.603 10.367  6.458  3.333],48.11507936493651
