time,pc,actual_rate,required_rate,arrival_rate,idle_ues,queued_ues,active_ues,interference,sum_tx_power,avg_antennas,sm0_cnt,sm1_cnt,sm2_cnt,sm3_cnt,reward,pc_kw,qos_reward,drop_ratio
"Mon, 00:00",0.0,0.0,0.0,0.0,0,0,0,0.0,44.8,64.0,7,0,0,0,0.0,0.0,0.0,0.0
"Mon, 00:01",431.06001388613345,0.0,0.0,0.0,0,0,0,0.0,0.0,60.0,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:02",431.06001388613345,0.0,20.92845127958669,0.0,3,0,0,0.0,0.0,56.0,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:03",554.0741647162907,89.17456969718225,3.293353521559409,0.0,0,0,1,0.0,5.6000000000000005,56.0,1,6,0,0,-0.5362741636362542,0.5540741577148438,0.01779999407858957,0.0
"Mon, 00:04",456.1604026484622,0.0,0.0,0.0,0,0,0,0.0,0.0,59.42857142857143,0,7,0,0,-0.43742708577471173,0.456160400390625,0.01873331461591329,0.0
"Mon, 00:05",431.06001388613345,0.0,0.0,0.0,0,0,0,0.0,0.0,58.857142857142854,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:06",431.06001388613345,0.0,0.0,0.0,0,0,0,0.0,0.0,58.285714285714285,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:07",431.06001388613345,0.0,0.0,0.0,0,0,0,0.0,0.0,57.714285714285715,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:08",431.06001388613345,0.0,0.0,0.0,0,0,0,0.0,0.0,57.142857142857146,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:09",431.06001388613345,0.0,28.14685314685315,0.0,3,0,0,0.0,0.0,56.57142857142857,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:10",621.3145555684533,125.71208026586847,7.75127776975052,0.0,0,0,2,4.706129145252526e-13,15.6,56.57142857142857,3,4,0,0,-0.6053145805882487,0.6213145751953125,0.01599999460706382,0.0
"Mon, 00:11",502.73936362088546,0.0,11.450381679389315,0.0,1,0,0,0.0,0.0,56.57142857142857,0,7,0,0,-0.48527269140010754,0.5027393493652343,0.017466657965126826,0.0
"Mon, 00:12",458.7263915889702,0.0,18.598259276225384,14.999999999999993,2,0,0,0.0,0.0,56.57142857142857,0,7,0,0,-0.45872637939453126,0.45872637939453126,0.0,0.0
"Mon, 00:13",521.9251932189472,151.98912846950157,16.798030838948016,44.99999999999998,0,0,3,1.6342211621071164e-13,12.0,56.57142857142857,2,5,0,0,-0.509791849944791,0.5219251708984375,0.012133320953646517,0.0
"Mon, 00:14",522.7988126575067,91.51168695109705,5.6090518512458365,44.99999999999998,0,0,2,1.0330982488924106e-14,11.600000000000001,54.285714285714285,2,5,0,0,-0.5046655129329292,0.522798828125,0.01813331519207086,0.0
"Mon, 00:15",474.00532800082686,0.0,21.43841559899954,74.99999999999997,2,0,0,0.0,0.0,52.57142857142857,0,7,0,0,-0.4592720143551885,0.4740053405761719,0.014733326220983374,0.0
"Mon, 00:16",478.14584003611185,111.47957232940038,14.582801539699465,89.99999999999996,0,0,3,0.0,5.2,52.57142857142857,1,6,0,0,-0.47814584350585937,0.47814584350585937,0.0,0.0
"Mon, 00:17",475.7190826147733,100.18373257172334,10.003684580138314,89.99999999999996,0,0,3,0.0,5.2,52.57142857142857,1,6,0,0,-0.46131910011718685,0.4757190856933594,0.014399985576172567,0.0
"Mon, 00:18",479.03378263016435,112.9331275310005,16.351618352394716,89.99999999999996,1,0,3,0.0,5.2,52.57142857142857,1,6,0,0,-0.4674337942967126,0.4790337829589844,0.011599988662271776,0.0
"Mon, 00:19",475.3803545101236,115.89331669377017,20.458689491867272,89.99999999999996,1,0,1,0.0,5.2,52.57142857142857,1,6,0,0,-0.4585803461046445,0.4753803405761719,0.016799994471527413,0.0
"Mon, 00:20",455.3681295928513,0.0,16.129032258064527,89.99999999999996,1,0,0,0.0,0.0,52.57142857142857,0,7,0,0,-0.4375014847965613,0.4553681335449219,0.01786664874836056,0.0
"Mon, 00:21",473.78386389706145,0.0,5.2631578947368425,89.99999999999996,1,0,0,0.0,0.0,52.57142857142857,0,7,0,0,-0.4636505514388651,0.47378387451171877,0.010133323072853686,0.0
"Mon, 00:22",431.06001388613345,0.0,26.868410931632056,89.99999999999996,3,0,0,0.0,0.0,52.0,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:23",563.5771320523947,115.46106337696462,4.012893963305131,89.99999999999996,0,0,2,8.081840437912804e-15,12.4,52.0,2,5,0,0,-0.5469104985368244,0.5635771484375001,0.016666649900675692,0.0
"Mon, 00:24",474.17008588434237,0.0,0.0,89.99999999999996,0,0,0,0.0,0.0,49.142857142857146,0,7,0,0,-0.4586034155239224,0.4741700744628906,0.015566658938968199,0.0
"Mon, 00:25",431.06001388613345,0.0,0.0,89.99999999999996,0,0,0,0.0,0.0,47.42857142857143,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:26",431.06001388613345,0.0,5.2631578947368425,89.99999999999996,1,0,0,0.0,0.0,45.714285714285715,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:27",431.06001388613345,0.0,5.660377358490567,89.99999999999996,1,0,0,0.0,0.0,45.714285714285715,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:28",431.06001388613345,0.0,6.122448979591838,74.99999999999997,1,0,0,0.0,0.0,45.714285714285715,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:29",431.06001388613345,0.0,22.328590949280606,74.99999999999997,3,0,0,0.0,0.0,45.714285714285715,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:30",577.7800513086091,230.3540369096555,13.486248965670304,104.99999999999994,0,0,4,2.7176121868995175e-13,17.6,45.714285714285715,3,4,0,0,-0.563913376608123,0.577780029296875,0.013866652688751976,0.0
"Mon, 00:31",502.53694393695986,75.89492868809556,5.3378286803006825,89.99999999999996,1,0,1,0.0,5.6000000000000005,43.42857142857143,1,6,0,0,-0.48555918466726444,0.5025369567871094,0.01697777211984495,0.0
"Mon, 00:32",433.56895615410417,0.0,5.7034220532319395,74.99999999999997,1,0,0,0.0,0.0,40.0,0,7,0,0,-0.41796898530270504,0.4335689697265625,0.015599984423857436,0.0
"Mon, 00:33",431.06001388613345,0.0,16.377393375110273,74.99999999999997,3,0,0,0.0,0.0,40.0,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:34",431.06001388613345,0.0,39.106696347747835,74.99999999999997,5,0,0,0.0,0.0,40.0,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:35",527.8484905594928,169.12485112246424,6.957376824001653,74.99999999999997,0,0,3,4.203753782969614e-13,11.200000000000001,40.0,2,5,0,0,-0.5114151855023339,0.5278485107421875,0.016433325239853646,0.0
"Mon, 00:36",479.88545246379584,49.426048819260245,8.981350377399718,74.99999999999997,0,0,1,0.0,5.2,37.142857142857146,1,6,0,0,-0.4647965835561249,0.4798854675292969,0.015088883973171997,0.0
"Mon, 00:37",475.2110535705872,109.48917417876014,5.428764114748668,74.99999999999997,0,0,2,0.0,5.2,34.285714285714285,1,6,0,0,-0.4752110595703125,0.4752110595703125,0.0,0.0
"Mon, 00:38",462.74411848123896,0.0,0.0,74.99999999999997,0,0,0,0.0,0.0,32.0,0,7,0,0,-0.44624411829781313,0.4627441101074219,0.01649999180960874,0.0
"Mon, 00:39",431.06001388613345,0.0,15.324477653244779,74.99999999999997,2,0,0,0.0,0.0,28.571428571428573,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:40",475.0316590490993,176.0737886020238,16.267512042681787,74.99999999999997,0,0,4,0.0,4.4,28.571428571428573,1,6,0,0,-0.4750316467285156,0.4750316467285156,0.0,0.0
"Mon, 00:41",472.6605376093131,83.57322583849421,5.559744268594017,74.99999999999997,0,0,2,0.0,4.4,28.0,1,6,0,0,-0.4557605309347751,0.4726605224609375,0.016899991526162377,0.0
