id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,num_requests,cell_traffic,cell_dropped_traffic,disconnects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,num_rejects,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[4568. 4954.  997.  381.],10081.0,201.60000000059856,[46.807 67.154 34.538 53.101],13505.12924721491,6328.0,6832.0,22138500000.0,105196125.43306684,2887.0,66.98308326164647,1.5052871738914457,54.810435472671365,23.164616397944634,1.271408934251986,0.3290348179744073,0.3479813510564428,3.7618291836127367,[0.232 0.333 0.171 0.263],0.0,0.0,0.004751727778894995,109813988.09491205,[22.659 24.573  4.945  1.89 ],31.388888888795694
1,[3068. 3453. 1232.  666.],10081.0,201.60000000059856,[35.083 31.406 45.915 89.196],11543.097706773568,11808.0,5591.0,9772500000.0,45775616.87618679,2242.0,57.25174936401565,0.7554409284793213,35.67503223886519,16.476434609799018,0.9833548680289087,0.2544390437456602,0.42991766689812516,1.605495486558873,[0.174 0.156 0.228 0.442],0.0,0.0,0.004684125543738735,48474702.38080846,[15.218 17.128  6.111  3.304],58.57142857125467
2,[2526. 2957. 1180.  720.],10081.0,201.60000000059856,[28.488 30.325 46.401 96.386],11178.932408903222,11864.0,4653.0,9357000000.0,41004814.053102255,1576.0,55.445553064690095,0.5731177462553334,33.67046919948418,12.258187168399495,0.7287275181374151,0.18410871937307807,0.388949508977284,1.5212776510266839,[0.141 0.15  0.23  0.478],0.0,0.0,0.004382260773015096,46413690.47605267,[12.53  14.668  5.853  3.571],58.849206349031626
3,[3129. 3505. 1306.  564.],10081.0,201.60000000059856,[34.927 39.668 50.851 76.154],11676.109842080645,12388.0,5278.0,9133500000.0,33340633.090834,2194.0,57.911466333102,0.7037397083622672,33.28955460767781,16.285260559472484,0.9311827943465648,0.24600734054161294,0.3724828886023212,1.4970737030056542,[0.173 0.197 0.252 0.378],0.0,0.0,0.0036503676674696445,45305059.52367501,[15.521 17.386  6.478  2.798],61.44841269823026
4,[2988. 3386. 1179.  652.],10081.0,201.60000000059856,[34.856 34.501 42.926 89.317],11568.078717983932,11744.0,5815.0,9429000000.0,42768872.751687706,2100.0,57.375650818288676,0.7011209205435961,34.79019938498165,15.911841688656784,1.022033135747417,0.2431306418014086,0.46086697748239264,1.5596666997321695,[0.173 0.171 0.213 0.443],0.0,0.0,0.004535886387918942,46770833.33319447,[14.821 16.796  5.848  3.234],58.2539682537953
5,[2609. 3004. 1277.  642.],10081.0,201.60000000059856,[29.568 33.809 50.386 87.837],11358.379134312845,10640.0,4058.0,8029500000.0,41080701.778394945,1661.0,56.33557749386189,0.5250272790397793,29.326455708759052,12.452192625449479,0.7912347232713106,0.19601230036702708,0.3307211586152167,1.3502628707469497,[0.147 0.168 0.25  0.436],0.0,0.0,0.005116221654946752,39828869.0475008,[12.941 14.901  6.334  3.185],52.77777777762108
6,[3092. 3406. 1320.  639.],10081.0,201.60000000059856,[35.913 30.956 49.143 85.588],11478.039557260516,11120.0,5400.0,8457000000.0,44449204.00798401,2312.0,56.92907230066441,0.6397381212181354,29.70697351453229,16.026255903027945,1.0659856849448273,0.2605892272592005,0.40025791092153556,1.426842575141355,[0.178 0.154 0.244 0.425],0.0,0.0,0.005255906823694456,41949404.76178021,[15.337 16.895  6.548  3.17 ],55.15873015856639
