id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,num_requests,num_rejects,disconnects,cell_traffic,cell_dropped_traffic,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[2391. 2463.  930.  114.],10081.0,201.60000000059856,[ 31.895  10.585 145.037  14.083],11068.937392715872,12208.0,38902.0,36603.0,4625.0,6358500000.0,3069871.0919465646,54.899996987974845,1.0802499752008525,29.87005257414939,18.294229145048206,1.795098060467916,0.4587838508084515,0.004265449856165063,1.0560460271798433,[0.158 0.053 0.719 0.07 ],0.9409027813480026,0.0004827980014070244,31540178.57133493,[11.86  12.217  4.613  0.565],60.55555555537576
1,[1721. 1899.  923.   68.],10081.0,201.60000000059856,[ 19.757  10.249 163.104   8.49 ],10383.560198874677,15260.0,53921.0,52527.0,2024.0,4503000000.0,3683676.620072734,51.500645763684645,0.5214562047415923,29.01299474258506,10.788035684617382,0.8680114636707761,0.2007737327646067,0.004761432397579605,0.8511060410673544,[0.098 0.051 0.809 0.042],0.9741473637358358,0.0008180494381684952,22336309.52374321,[8.537 9.42  4.578 0.337],75.69444444421971
2,[1350. 1515.  924.   78.],10081.0,201.60000000059856,[ 15.409   9.967 166.942   9.282],10045.774846106113,12920.0,45885.0,44823.0,1572.0,3844500000.0,7459217.366457522,49.82528938649671,0.4061501835135414,25.098700525741492,8.101432362024946,0.7009125949024027,0.15593691102073207,0.006447773038389048,0.7273087987302846,[0.076 0.049 0.828 0.046],0.9768551814318405,0.0019402308145292032,19069940.476133857,[6.696 7.515 4.583 0.387],64.08730158711131
3,[1741. 1903.  963.   78.],10081.0,201.60000000059856,[ 19.928  11.182 160.842   9.648],10307.449404195195,15400.0,48972.0,47606.0,1978.0,4269000000.0,5284449.972084558,51.12314950994227,0.513361769665706,27.399265945838707,10.481029647500948,0.8367042782794085,0.1962106933835929,0.00505902192242833,0.7997222497768078,[0.099 0.055 0.798 0.048],0.9721065098423589,0.0012378660042362516,21175595.238032367,[8.636 9.439 4.777 0.387],76.3888888886621
4,[1177. 1350.  796.  124.],10081.0,201.60000000059856,[ 13.781   8.404 164.223  15.192],9649.781557148759,12816.0,42601.0,41635.0,1315.0,3745500000.0,9986995.328307776,47.86123180809518,0.3210395794068058,23.487352445193928,6.854414261154891,0.5745986453308694,0.1304434083920246,0.007340541612935225,0.7132228945541117,[0.068 0.042 0.815 0.075],0.9773244759512687,0.002666398432334208,18578869.047563888,[5.838 6.696 3.948 0.615],63.57142857123983
5,[1892. 2079.  928.   97.],10081.0,201.60000000059856,[ 23.362  10.937 155.365  11.936],10582.120929421506,14360.0,48799.0,47118.0,2735.0,4659000000.0,3320579.5693738568,52.485472321302,0.7522666402142562,30.57910921535562,12.778132329086072,1.1532992976620742,0.2713024501537546,0.004860628905862514,0.8575538141057435,[0.116 0.054 0.771 0.059],0.9655525727986229,0.0007127236680347407,23110119.047550432,[ 9.385 10.312  4.603  0.481],71.23015872994725
6,[1320. 1554.  829.  126.],10081.0,201.60000000059856,[ 15.377   9.583 160.104  16.536],9743.438174452533,14136.0,47605.0,46591.0,1483.0,3811500000.0,2214196.9037763146,48.325752278801204,0.3695268326554915,24.766987402043448,7.518397287037444,0.6478960240747639,0.1471084217835532,0.0054558079555599645,0.731276659061601,[0.076 0.048 0.794 0.082],0.9786997164163428,0.0005809253322251908,18906249.999943867,[6.548 7.708 4.112 0.625],70.11904761883943
