month,day,weekday,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
01,11,Tue,9874021.426895265,10045404.08165319,7681684.439541519,7831297.763198083,8392764.880308699,10050876.878213957,10524293.02440529,8469688.364393743,10795585.765774896,10216155.902760591,11210659.87876788,12441834.154532747,15154050.399570823,17236398.123817686,15299593.969990578,17205734.173420362,16999418.59256761,18695806.7946056,15046671.537482625,7045218.96398264,15515316.30182935,15869199.786219748,18778835.074796904,16714033.461475383,18785063.518241767,15446203.873068426,16026006.308839858,15331973.611837773,16854840.414986353,5469445.666129301,17101811.923349988,16944005.08400871,13514105.14468119,13272317.286615837,10582216.206988651,11538340.074994503,11478773.503031595,10089802.275147272,13057296.850876382,11723122.097742643,10876783.696623674,11654811.988018634,10374541.966720503,14248898.36662422,9155773.568674562,10180028.463264974,10674246.299501913,7722082.608376644
01,12,Wed,10270018.417784126,7278194.188751197,8351232.401922671,6059516.283538818,9225112.662804253,9929393.947952667,5558181.934766054,6634642.658796251,5585338.658960737,7920515.841895474,8513463.176779935,8505134.686983462,11577077.748597955,14519490.760799926,13067638.33928691,12384747.585753936,15410564.539655995,9906047.803205814,13652186.392796967,15630937.596180025,13114193.397815432,1789629.0938504562,13930083.507266378,14544223.030862914,14464550.850636454,14692359.171813767,13958111.242716521,13745551.617355933,13709599.731735166,16400914.099412212,14467914.18944431,13119937.658231791,13102875.502409603,11225565.751268638,12737899.66459599,10470306.787412431,11198227.456978973,7160108.000105481,12628025.428881945,10794928.54497311,12760594.033437444,8955790.519461708,10497176.250597784,12970291.53778002,9330375.969091939,8644056.473011704,9555577.197485017,8491756.76148068
01,13,Thu,10016757.303021539,7794220.251860993,8204959.139908532,6462038.674735493,5684224.248179441,7547247.960501206,6795165.369121591,10742634.636018222,7038760.325411908,11470002.711372878,12054651.245252386,13757316.279568195,12346584.54565419,14955792.714808155,15360953.297037039,3105398.516693738,15748613.858962875,15820141.991620144,13160844.994995108,16632696.717931837,24575443.33328678,18095570.905238125,17805882.57543795,16125305.05103248,18865354.669091873,16601382.406295562,18769611.54661544,18208393.975995835,15609703.396752456,17055423.37608986,17862563.991626307,18162310.466253705,18133848.377584115,14529991.399190858,16739672.76865063,14572856.414466206,12314354.089679837,1503901.0095948041,15448732.28668646,13604964.886493903,14575516.38849926,11934666.805631578,12804713.862119813,11642530.539540892,11105277.961550215,12217470.379211562,11931554.570355032,11331052.101691544
01,14,Fri,10771924.270217085,11366097.168448655,11107323.89400119,9398140.188989365,9856463.198791632,9993353.26966932,8002366.042760945,6594622.266538954,7162087.711415604,6735713.132852263,8164610.039290565,7964198.823026438,11844962.944671964,12465878.176239273,15146595.09520861,13903799.124217393,14675088.183769986,13305285.934960837,12442090.758921687,13734524.978302028,14344386.62169415,16029995.1296781,16879895.235885963,18171898.511595756,15807692.616719216,15561810.555332256,15000990.139557702,15104062.132880017,14667579.828513544,13143754.079015654,14351425.731660658,14450713.47799774,18982861.532226462,13646963.729863005,14162293.149669137,14733332.339981021,13693726.469045922,15572474.822425092,14471031.22258192,13649707.149455437,12048758.568957955,10881535.215468029,11750822.378130581,13630770.134951118,12711741.19060615,10818744.663622458,9896275.054961834,7467927.503085271
01,15,Sat,8593774.304301118,6415625.751460126,7372804.192703096,7841144.020397486,6691780.607706828,5703281.541014796,5655173.132656408,7507548.4833221035,7379452.695709199,6354366.557462444,6393189.111890317,6760162.730908261,7863299.968241501,9964858.377867918,7685988.35273315,7118390.113614587,11841866.892790226,10371304.515522396,11508074.63514234,11872644.258188674,14001572.806947127,13685355.409010833,11287181.573803065,12574089.079596583,12772673.874027804,12162937.517044628,14241400.395531038,13132306.661423754,12021702.021480579,12019802.645760918,13022439.11498416,14026250.427524203,13293849.460635196,12345101.697552,13888943.45627312,12756042.00898397,12462990.890454952,13628480.886608005,15048449.40322888,15209304.827053424,15278129.68513002,12385579.853958081,12408708.53985565,11586451.1032857,9314063.094712447,9411268.64351431,9306650.535936741,7882198.66450277
01,16,Sun,8051398.019831076,7963370.255457652,7189269.598297109,5121953.330628423,6806520.652084349,4180971.5111295744,4837018.906139838,3850782.7589506945,5684235.185159833,5770047.287212676,5126364.034638733,4058776.9872256503,5769535.368225267,10100884.040841911,5833260.064652294,8376281.194153555,9493988.959628766,11398447.12556698,10515912.750844477,10856835.30026625,11547906.438279493,12160459.085206658,11450088.008258704,12424916.826084478,13855995.316129228,14989372.5188945,12077285.598204693,8943490.644413117,10048349.407550888,11165439.659148337,11131470.521748161,9866422.632496947,13197619.885362497,13974776.82866788,10427056.558085222,10801697.491400998,14498450.658477915,1323041.7444869399,17933945.280231144,14110725.978561195,15071521.689566048,10683712.259734621,10306165.64883714,9144220.83923873,13663960.704883555,5988811.10113646,10779026.91040614,7426718.514475389
01,17,Mon,7369153.757259359,6803496.9485717965,5747855.834021731,5594056.772267072,4826435.5450891275,13543854.345137967,3796715.456755052,8127070.220612587,6074444.046580441,5882864.817738808,7710901.519824134,8472575.168425312,7752137.018719068,11919340.532018373,12610529.646712441,14592844.794380113,12537559.340948839,10553622.084313141,12832564.169052169,12152884.912563806,15099150.353136346,13736659.34442626,13490949.85628991,16045977.484487703,12386930.901309391,15097930.378883822,11502109.056300094,2240634.9982509413,13549019.543110551,14164679.42120332,14817641.66226567,14382995.383163115,16081075.783087969,16592636.505689913,13115065.308815798,15516262.920554725,13082598.216536606,12570754.575690804,10885145.365209812,13164250.259554714,13716215.872264832,12600086.76589978,9394260.831714673,10259390.196195768,10618006.711356336,8991266.188353121,9333727.151734136,7415386.502569546
01,18,Tue,9110621.67661718,7419662.356250108,5805303.11877605,6167587.39750309,6505395.758810578,5301208.19052574,4003026.458181956,5119932.406369509,5334461.81248315,5745369.238650305,8199706.7876072945,8494059.118083261,11493957.567278301,14451982.11627613,13742545.152608577,14556547.845086878,12754325.559781054,14799112.496593924,10446451.129336089,13296294.032873837,14900927.047296632,19520918.50676575,18542374.774492066,13901314.1145054,15859769.699428326,3372623.122795285,20183779.429916594,17591895.156059075,17249733.304880034,20760319.052941117,21284284.26275893,18274232.134328905,15745476.09426592,14443988.125012796,12654423.230035897,2947477.4764566543,10879691.304827971,17244475.76844328,14130248.866825448,10819558.196388563,15245471.797619712,14679010.522731977,18399591.65700015,15346470.526914414,13360790.45898159,12869322.82898466,13302544.55232687,14769828.07694148
01,19,Wed,9987216.727137374,7801491.480556876,7845729.245936042,8356171.935742551,8621998.230170723,8447718.823563838,8311223.35871911,7620679.615760815,7759282.139351286,6065789.846765863,9197654.109216671,10949512.365387175,8710725.015127787,9007125.556681875,11428962.846279973,10677576.22454,11880399.781417614,13136838.773365254,10249719.988434028,12537436.809982555,12428327.159957638,13633529.287103891,12633391.349912,16503684.022959327,15564514.97145856,13645175.457604941,12742926.070986751,14390587.756718365,14115494.217478814,13997502.606755797,14931582.00267938,14061672.44108999,13295993.908125529,10857701.859564865,12981932.568075383,12181221.228630507,12596847.154040912,11052066.96741091,15976889.651414912,13634360.843922943,12823027.262069324,9954924.602722013,10569199.801549394,9590367.750195587,7028249.845003479,10559285.46480034,6982459.352725798,8930476.637835084
01,20,Thu,9493644.588969955,7057556.770395392,6151704.587457106,5991944.036317962,5611897.389840645,4664048.391791732,5389201.6192875905,3895904.1737578907,5623361.519893741,5394216.89301552,6252071.431396355,7283981.976822357,8471364.203375854,11476505.321959285,12670024.502791852,13047377.93122918,12230468.020144891,12654789.123657854,13121925.750487521,11490641.979639206,15338975.364551807,12257009.69921415,12636611.171847286,12766408.00853074,14566668.628662916,7572770.0533073675,14703375.531489616,14252139.508180514,16311124.552090244,15449338.886033405,14644458.229204921,13919053.56999551,13686167.447200209,13499904.08613503,10907565.159600845,14862730.91869986,11556561.01655832,12434849.214348784,13603321.810010547,12382202.44897825,11768234.870461937,10731570.319995547,10562859.353346799,7884497.2796781445,7947637.6917743925,8270351.175468379,5162963.108543327,864585.8879319255
01,21,Fri,6778677.723473516,7106307.130526121,5883352.462227206,7059578.2775054565,6647416.526180225,6949134.958049727,5912828.205331544,7160571.0306850225,5689870.464505558,7724969.938430473,7124286.311981629,7567535.629526443,7974656.986779163,12527198.830134226,12122083.933918329,14807141.28283093,11555954.104378497,14206665.305845454,11944808.010958841,13132432.707274178,10785859.368526325,14181317.757325482,15754705.023169879,15995370.046654558,15579795.258548206,16637486.930259218,14739653.537266847,14787364.128326287,14037412.986034965,12296385.717069473,13190844.851052966,13996282.399143247,12445035.890879428,13290696.590531329,13097009.082203094,15251715.947522223,12359157.223639214,10812913.135118004,9327832.386336517,11540340.218192574,10444777.462009227,10894068.483153233,10466435.627933066,11844788.33574091,9761040.879949773,10829453.935446495,7573431.121699224,7031189.628705369
01,22,Sat,8442361.373761205,8687465.37988818,6069328.24417895,5928076.059580335,4208830.152833546,4316551.116819288,4702904.071600082,4973625.233662619,4190795.854659895,4433237.254639838,8112947.442031456,11474042.329380628,4529575.427308604,8167653.638427115,10248526.911272572,13168573.682944734,12208806.714876506,12067982.132752683,10533905.579751253,13778330.185767785,11773661.767540207,12418831.16386562,12880590.357860448,10723062.055763155,14091347.449345468,13704450.837273015,11392567.145859739,13552336.54991108,12564925.134936314,13075480.318566531,11466601.727804821,11415659.330957642,12964739.917387312,10861842.91626676,14719467.749645058,11627750.137563875,12585938.745522203,12995123.685181778,12640886.242685635,10884020.037750904,13564087.139345277,14209062.90250209,12217189.596087588,12044817.840043424,10656305.988879886,9946724.875841912,7680203.826689741,5756184.8346962305
01,23,Sun,7494487.873079489,5306056.814618605,5004931.930947101,4855386.9878045125,6768575.722132019,5173490.13937355,3684834.268486135,4194450.139562438,4839226.66199147,8628983.311169533,5907894.92939712,5201209.38055516,5833786.735801141,6789249.438723421,7898625.679997851,9163503.162956705,11150307.369522134,3482815.7390880254,13928292.927635947,11747843.243139852,13704459.698965402,12816000.829649072,12592234.126587203,7728583.861557545,13423023.32565272,12219451.181472702,11048865.048706232,12707000.161583725,12317927.308545375,12649687.320274504,11802623.79311366,15659678.682236686,12551570.588365037,11880888.381320583,16365084.244352147,14176354.240325838,14847764.721388059,15122916.593583072,13131593.375748763,13154733.712358644,14211468.43487657,12450614.083277607,11077669.536216587,11777251.710535591,8672596.050336277,11478825.270040145,8285533.891360817,10817073.155636938
01,24,Mon,8060769.006463389,8089641.7142870575,6636225.130307765,6945514.604831836,6631720.29525262,4539315.563281559,5245258.834433763,5321214.634677368,8187960.093410073,6357272.866795165,8120047.762757932,9900304.141768599,8170955.722375135,11357341.827538462,12164846.473151892,11363181.393100074,11847701.188399304,16404743.574518071,11745766.444133108,12583505.314001398,14744775.978505155,14742010.864898873,16635351.085809689,15184282.399626628,14960334.517348293,14894897.289974391,12821108.729143886,17895475.804152578,15671892.634091843,13451527.687390758,15564119.371372519,15852155.827005344,14439964.76530001,13627249.396057222,16180367.09576802,13700943.535613233,11422072.231151765,14399471.282283047,12313385.306879072,16887478.382793855,14258257.523618838,14419228.531675724,13407494.806816652,10828925.508947311,10737762.97181409,1349930.258831343,8283996.086356834,9220433.30441798
01,25,Tue,8172924.096856674,5972586.5787538765,6367040.843490006,6503695.966722667,7714150.791567573,8314089.352198794,7278580.934770533,5154679.902567099,5602695.426584771,7160344.497210485,9120707.410039566,10390525.168523202,12665913.156196326,16773900.375398625,13724188.630465943,16207623.674119012,14254861.05176064,16739703.06158634,13130109.789624115,12149445.792408168,14317587.759601584,16211662.149886623,17231734.01831041,16769571.73232502,16781666.626716625,13504091.724946588,14403996.396904156,12788130.25302149,14661998.588338146,16791870.54194026,15431524.618891772,16258344.776949422,13911955.108095365,14048045.157917427,11368742.711901663,11152751.801399475,12308408.13598965,12187841.255235573,14057515.283113265,13209983.722828072,15223608.577954622,11516926.107692793,14977271.879597936,11684928.495614724,11695128.72235609,9671001.002097374,9768116.656952407,9179745.84890192
11,25,Thu,7007842.708816429,7446950.33360657,5319894.264670559,7402341.473586257,5585771.429959297,4481685.861487103,4611816.156430268,5200991.488823281,3686615.092463798,4482116.660722772,6624616.927918354,6601247.339932626,9389063.662317108,11187857.343069676,11546494.720485713,12006725.36608556,8935226.325238507,8819245.321663309,12012817.80868389,8858464.922602642,10414132.779150274,10891576.466963219,12132354.127647657,2173047.1976446346,11466771.293557124,11758788.162881225,10519410.213885617,13029136.96727286,11902024.826083193,12165468.17707791,12345305.567419928,11472484.413104692,14299959.49716249,11830379.723049086,11704820.652995551,11099141.04809071,10132125.253395552,11699143.709626216,11135802.463927628,10708346.466385305,10740236.894494336,10995686.412503688,12057051.19871259,7886326.491805458,8713302.65523178,6514182.038489581,5580191.839840962,151376.43298192453
