cluster,weekday,time,Delay Sensitive,Delay Stringent,Delay Tolerant
0,Sat,04:20,113933.80737093267,3764.7857979599967,262227.87087918486
0,Sat,04:40,107515.91315996264,662.0032311797552,269680.5301282995
0,Sat,05:00,77743.08020027287,1163.698133828106,265249.0100988811
0,Sat,05:20,97952.84348730542,2213.9929571936755,253415.6693591595
0,Sat,05:40,104657.96695460289,5080.9772316939325,305936.5007151111
0,Sat,06:00,84765.06233627883,2429.665749680209,282340.1491938397
0,Sat,06:20,128054.12407277923,3209.277770347141,343945.2372087513
0,Sat,06:40,129533.68269666532,7704.762110026382,391925.12886283867
0,Sat,07:00,158610.55869095275,12392.483339848444,369506.39510988974
0,Sat,07:20,179836.12203876156,15087.367455400528,482482.03287597507
0,Sat,07:40,262495.3281502554,10068.024928781762,550845.9192675147
0,Sat,08:00,276431.93047846743,12958.904105199743,607864.0251413215
0,Sat,08:20,319533.59838460287,12438.071913250376,465236.24579409265
0,Sat,08:40,247784.67515979995,11522.05076746594,590929.176322377
0,Sat,09:00,332543.18001710705,7968.217884672513,667737.4553133012
0,Sat,09:20,274248.1913271834,10596.956828494309,636147.1521942917
0,Sat,09:40,278817.3014092449,6474.364306882822,613573.801008342
0,Sat,10:00,290953.0993461202,6628.691495545585,666943.1917069362
0,Sat,10:20,267095.91873781744,5928.3403762527405,689613.7829868081
0,Sat,10:40,343041.2743347772,18418.064426261586,531448.6594448112
0,Sat,11:00,359558.5622038263,11586.567088707881,692569.9007579111
0,Sat,11:20,324894.06130822934,11709.32923663762,702947.3997776378
0,Sat,11:40,372624.18893896963,11301.358740513662,679079.5024437358
0,Sat,12:00,400933.39317888656,14475.676464091042,737623.1260067215
0,Sat,12:20,373354.183954983,19926.304895914054,735642.5306958499
0,Sat,12:40,347241.6363363357,9975.307922207645,695097.4399247521
0,Sat,13:00,426394.23153588874,10323.986525417447,733517.0207989127
0,Sat,13:20,457999.78045292106,12398.765514663177,709292.4393854638
0,Sat,13:40,375004.3216971497,9973.333365206538,619069.6626831314
0,Sat,14:00,370168.2705421288,10375.917102495094,736562.9797742203
0,Sat,14:20,363371.26328951237,13941.817610967719,772957.1005705566
0,Sat,14:40,380046.17624512565,13483.046778475655,809529.0978019199
