time,pc,actual_rate,required_rate,arrival_rate,idle_ues,queued_ues,active_ues,interference,sum_tx_power,avg_antennas,sm0_cnt,sm1_cnt,sm2_cnt,sm3_cnt,reward,pc_kw,qos_reward,drop_ratio
"Mon, 00:00",0.0,0.0,0.0,0.0,0,0,0,0.0,44.8,64.0,7,0,0,0,0.0,0.0,0.0,0.0
"Mon, 00:01",431.06001388613345,0.0,0.0,0.0,0,0,0,0.0,0.0,60.0,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:02",431.06001388613345,0.0,5.2631578947368425,0.0,1,0,0,0.0,0.0,56.0,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:03",431.06001388613345,0.0,5.660377358490567,0.0,1,0,0,0.0,0.0,54.857142857142854,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:04",431.06001388613345,0.0,6.122448979591838,0.0,1,0,0,0.0,0.0,53.714285714285715,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:05",431.06001388613345,0.0,18.205128205128208,0.0,2,0,0,0.0,0.0,52.57142857142857,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:06",555.0686867684329,147.5219145473952,15.465989867953942,0.0,0,0,3,4.632126998307211e-13,15.600000000000001,52.57142857142857,3,4,0,0,-0.5380686731699863,0.5550686645507813,0.01699999138079502,0.0
"Mon, 00:07",545.6617586445985,105.46981487009174,8.565513116641728,0.0,1,0,2,1.4492012089184926e-13,9.600000000000001,51.42857142857143,2,5,0,0,-0.5329284227865735,0.5456617431640625,0.01273332037748895,0.0
"Mon, 00:08",482.8081508577747,37.637695003022486,3.2420977661499357,0.0,0,0,1,0.0,4.0,51.42857142857143,1,6,0,0,-0.46617481103720926,0.48280813598632816,0.016633324949118927,0.0
"Mon, 00:09",470.41713879694095,37.637695003022486,5.944792617828808,0.0,1,0,1,0.0,4.0,51.42857142857143,1,6,0,0,-0.47041714477539065,0.47041714477539065,0.0,0.0
"Mon, 00:10",472.7336295620784,40.956866279375056,2.8858234230953483,0.0,0,0,1,0.0,4.0,51.42857142857143,1,6,0,0,-0.4572003246906894,0.472733642578125,0.015533317887435593,0.0
"Mon, 00:11",468.9751814210254,38.0751668609782,5.43649621082147,0.0,1,0,1,0.0,3.6,49.714285714285715,1,6,0,0,-0.4689751892089844,0.4689751892089844,0.0,0.0
"Mon, 00:12",437.13834046524954,0.0,5.474452554744526,0.0,1,0,0,0.0,0.0,46.857142857142854,0,7,0,0,-0.42107168570480735,0.4371383361816406,0.01606665047683326,0.0
"Mon, 00:13",431.06001388613345,0.0,16.21673840997242,29.999999999999986,3,0,0,0.0,0.0,44.0,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:14",522.2255896997352,153.19229023639483,6.122854337526187,29.999999999999986,0,0,3,1.0024162048878439e-13,10.0,44.0,2,5,0,0,-0.5222255859375,0.5222255859375,0.0,0.0
"Mon, 00:15",495.2717100140167,107.17171048853368,7.861915673679264,59.99999999999997,0,0,3,0.0,4.800000000000001,40.57142857142857,1,6,0,0,-0.4793383726274026,0.4952716979980469,0.015933325370644288,0.0
"Mon, 00:16",474.2423368835969,106.08714184180373,6.85887229145088,74.99999999999996,0,0,3,0.0,4.800000000000001,37.142857142857146,1,6,0,0,-0.4574423568163483,0.4742423400878906,0.016799983271542304,0.0
"Mon, 00:17",473.7343335421322,68.16786474910072,2.6069740815881377,74.99999999999996,0,0,2,0.0,4.800000000000001,33.714285714285715,1,6,0,0,-0.45626769525061533,0.4737343444824219,0.017466649231806578,0.0
"Mon, 00:18",464.0471067650582,0.0,0.0,74.99999999999996,0,0,0,0.0,0.0,30.857142857142858,0,7,0,0,-0.44754712733101626,0.464047119140625,0.01649999180960874,0.0
"Mon, 00:19",431.06001388613345,0.0,5.281690140845071,74.99999999999996,1,0,0,0.0,0.0,27.428571428571427,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:20",431.06001388613345,0.0,21.47142146215534,74.99999999999996,4,0,0,0.0,0.0,25.142857142857142,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:21",431.06001388613345,0.0,33.69221454996636,74.99999999999996,5,0,0,0.0,0.0,24.571428571428573,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:22",543.6598711912304,169.07728777572245,11.456814996768326,74.99999999999996,1,0,3,1.2831658104244764e-13,6.800000000000001,24.571428571428573,2,5,0,0,-0.5272598676172534,0.5436598510742188,0.0163999834569654,0.0
"Mon, 00:23",477.30828884419225,39.41694564284873,7.826670703820707,74.99999999999996,1,0,1,0.0,4.4,22.285714285714285,1,6,0,0,-0.46194162964253893,0.47730828857421875,0.015366658931679841,0.0
"Mon, 00:24",446.9270995171777,0.0,12.691019468285539,74.99999999999996,2,0,0,0.0,0.0,20.571428571428573,0,7,0,0,-0.43252710792968685,0.4469270935058594,0.014399985576172567,0.0
"Mon, 00:25",431.06001388613345,0.0,63.18936120175207,74.99999999999996,4,0,0,0.0,0.0,20.0,0,7,0,0,-0.4310600280761719,0.4310600280761719,0.0,0.0
"Mon, 00:26",587.0008996488898,197.38761827009733,14.846825079261206,74.99999999999996,0,0,4,9.584441687831298e-14,7.6,20.0,3,4,0,0,-0.5726675869320502,0.5870009155273438,0.014333328595293562,0.0
"Mon, 00:27",530.5590747437343,129.27118046234585,7.664884364529501,74.99999999999996,0,0,3,9.990398990829531e-14,6.0,20.0,2,5,0,0,-0.5162257558248433,0.53055908203125,0.014333326206406658,0.0
"Mon, 00:28",523.4708126191963,39.15007971468256,21.854476101458186,104.99999999999994,2,0,1,0.0,4.4,20.0,1,6,0,0,-0.5071375001081145,0.5234708251953125,0.01633332508719793,0.0
"Mon, 00:29",500.4104073311912,33.536740111433836,19.571487370045304,74.99999999999997,1,0,1,0.0,4.0,19.428571428571427,1,6,0,0,-0.483477084046239,0.500410400390625,0.01693331634438599,0.0
"Mon, 00:30",496.6350003915303,30.787686492132515,17.623227400341197,74.99999999999997,1,0,1,0.0,3.6,18.857142857142858,1,6,0,0,-0.496635009765625,0.496635009765625,0.0,0.0
"Mon, 00:31",485.0611858459162,0.0,27.936600459302642,74.99999999999997,3,0,0,0.0,0.0,18.285714285714285,0,7,0,0,-0.4742611987110227,0.48506118774414064,0.010799989033117963,0.0
"Mon, 00:32",458.7263915889701,0.0,33.90441690750494,59.99999999999997,3,0,0,0.0,0.0,18.285714285714285,0,7,0,0,-0.45872637939453126,0.45872637939453126,0.0,0.0
"Mon, 00:33",491.16967710059714,73.99976347901836,14.474162004906423,59.99999999999997,2,0,1,0.0,1.6,18.285714285714285,1,6,0,0,-0.49116967773437503,0.49116967773437503,0.0,0.0
"Mon, 00:34",462.1414742744046,0.0,23.809593767576967,59.99999999999997,3,0,0,0.0,0.0,17.714285714285715,0,7,0,0,-0.45640815139945057,0.46214147949218753,0.005733328092736971,0.0
"Mon, 00:35",458.7263915889701,0.0,42.36526149504846,59.99999999999997,5,0,0,0.0,0.0,17.714285714285715,0,7,0,0,-0.45872637939453126,0.45872637939453126,0.0,0.0
"Mon, 00:36",458.7263915889701,0.0,58.65371983196889,59.99999999999997,6,0,0,0.0,0.0,17.714285714285715,0,7,0,0,-0.45872637939453126,0.45872637939453126,0.0,0.0
"Mon, 00:37",458.7263915889701,0.0,73.75891096096323,59.99999999999997,7,0,0,0.0,0.0,17.714285714285715,0,7,0,0,-0.45872637939453126,0.45872637939453126,0.0,0.0
"Mon, 00:38",557.3425388376718,187.6485455758011,41.9068212227649,59.99999999999997,1,0,5,3.287671238934209e-14,4.800000000000001,17.714285714285715,3,4,0,0,-0.5458758743034927,0.557342529296875,0.011466654993382239,0.0
"Mon, 00:39",526.306003491064,155.71754574043229,20.763351576067866,59.99999999999997,1,0,4,3.440628390019713e-14,5.6,18.857142857142858,3,4,0,0,-0.5173727060482687,0.5263060302734375,0.008933324225168817,0.0
"Mon, 00:40",463.51894469119554,0.0,15.000000000000025,59.99999999999997,1,0,0,0.0,0.0,16.571428571428573,0,7,0,0,-0.45233562081493667,0.4635189514160156,0.011183330601078971,0.0
