time,pc,actual_rate,required_rate,arrival_rate,idle_ues,queued_ues,active_ues,interference,sum_tx_power,avg_antennas,sm0_cnt,sm1_cnt,sm2_cnt,sm3_cnt,reward,pc_kw,qos_reward,drop_ratio
"Mon, 00:00",0.0,0.0,0.0,0.0,0,0,0,0.0,44.8,64.0,7,0,0,0,0.0,0.0,0.0,0.0
"Mon, 00:01",312.36232890299476,0.0,0.0,0.0,0,0,0,0.0,0.0,60.0,0,0,7,0,-0.3123623352050781,0.3123623352050781,0.0,0.0
"Mon, 00:02",312.36232890299476,0.0,5.2631578947368425,0.0,1,0,0,0.0,0.0,56.0,0,0,7,0,-0.3123623352050781,0.3123623352050781,0.0,0.0
"Mon, 00:03",312.36232890299476,0.0,5.660377358490567,0.0,1,0,0,0.0,0.0,52.0,0,0,7,0,-0.3123623352050781,0.3123623352050781,0.0,0.0
"Mon, 00:04",312.36232890299476,0.0,6.122448979591838,0.0,1,0,0,0.0,0.0,48.0,0,0,7,0,-0.3123623352050781,0.3123623352050781,0.0,0.0
"Mon, 00:05",312.36232890299476,0.0,18.205128205128208,0.0,2,0,0,0.0,0.0,44.0,0,0,7,0,-0.3123623352050781,0.3123623352050781,0.0,0.0
"Mon, 00:06",345.17542145440115,130.53153518056965,39.17971094477241,0.0,1,0,4,0.0,4.800000000000001,48.0,1,3,3,0,-0.3451754150390625,0.3451754150390625,0.0,0.0
"Mon, 00:07",435.9652850031731,162.49674875714516,26.959943736290676,0.0,0,0,5,2.835141105665476e-11,10.0,48.57142857142857,2,1,4,0,-0.3975653093602926,0.4359652709960938,0.03839996163580115,0.0
"Mon, 00:08",407.310395619606,56.04778203702885,17.688547560851088,0.0,0,0,3,0.0,5.6000000000000005,49.714285714285715,1,1,5,0,-0.3739104112493613,0.40731039428710936,0.03339998303774804,0.0
"Mon, 00:09",394.2242090517212,55.63570020585878,2.7959999394447483,0.0,0,0,1,0.0,6.0,50.285714285714285,1,0,6,0,-0.36969088704587827,0.3942242126464844,0.024533325600606143,0.0
"Mon, 00:10",356.9490833819013,0.0,0.0,0.0,0,0,0,0.0,0.0,50.857142857142854,0,1,6,0,-0.3382824497922877,0.3569490966796875,0.018666646887399746,0.0
"Mon, 00:11",312.36232890299476,0.0,5.1020408163265305,0.0,1,0,0,0.0,0.0,46.857142857142854,0,0,7,0,-0.3123623352050781,0.3123623352050781,0.0,0.0
"Mon, 00:12",312.36232890299476,0.0,5.474452554744526,0.0,1,0,0,0.0,0.0,42.857142857142854,0,0,7,0,-0.3123623352050781,0.3123623352050781,0.0,0.0
"Mon, 00:13",312.36232890299476,0.0,16.21673840997242,29.999999999999986,3,0,0,0.0,0.0,38.857142857142854,0,0,7,0,-0.3123623352050781,0.3123623352050781,0.0,0.0
"Mon, 00:14",346.56507498663626,120.710741939837,12.8712100309267,29.999999999999986,0,0,3,0.0,5.6000000000000005,41.142857142857146,1,0,6,0,-0.3465650634765625,0.3465650634765625,0.0,0.0
"Mon, 00:15",378.3970348442282,173.10771222924072,12.892458646539826,59.99999999999997,0,0,5,0.0,6.0,41.714285714285715,1,0,6,0,-0.37839703369140626,0.37839703369140626,0.0,0.0
"Mon, 00:16",380.27891099739657,100.87813698602999,8.476738208266344,74.99999999999996,0,0,3,0.0,6.4,42.285714285714285,1,0,6,0,-0.3468122443651619,0.38027890014648436,0.03346665578132246,0.0
"Mon, 00:17",378.51721979844814,83.66396479525268,1.7418133380365546,74.99999999999996,0,0,2,0.0,6.4,42.285714285714285,1,0,6,0,-0.3549172353709879,0.3785172119140625,0.023599976543074604,0.0
"Mon, 00:18",353.41609887961755,0.0,0.0,74.99999999999996,0,0,0,0.0,0.0,42.285714285714285,0,1,6,0,-0.31988279040442996,0.35341610717773436,0.03353331677330438,0.0
"Mon, 00:19",312.36232890299476,0.0,5.281690140845071,74.99999999999996,1,0,0,0.0,0.0,38.285714285714285,0,0,7,0,-0.3123623352050781,0.3123623352050781,0.0,0.0
"Mon, 00:20",312.36232890299476,0.0,21.47142146215534,74.99999999999996,4,0,0,0.0,0.0,34.285714285714285,0,0,7,0,-0.3123623352050781,0.3123623352050781,0.0,0.0
"Mon, 00:21",348.5127712337421,161.76450693858172,26.936673285230796,74.99999999999996,0,0,5,0.0,6.0,36.57142857142857,1,0,6,0,-0.34851275634765627,0.34851275634765627,0.0,0.0
