id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,num_requests,cell_traffic,cell_dropped_traffic,disconnects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,num_rejects,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[4458. 4801. 1014.  379.],10081.0,201.60000000059856,[45.214 69.255 36.018 51.113],13524.167607864809,6140.0,6278.0,21972000000.0,79979707.25056379,2663.0,67.07751020664081,1.4770756869357842,54.9413748636048,22.530504978268247,1.1837739920385826,0.3089971233012598,0.2970935423073108,3.6302946136296,[0.224 0.344 0.179 0.254],0.0,0.0,0.0036400740601931453,108988095.23777165,[22.113 23.814  5.03   1.88 ],30.456349206258782
1,[2931. 3378. 1209.  687.],10081.0,201.60000000059856,[32.925 32.264 44.822 91.589],11012.130748183012,12652.0,5749.0,10311000000.0,32213558.94647911,1995.0,54.61824594872865,0.754607677809742,39.87858347386172,15.518714152248252,0.9269218288571358,0.22934232715008432,0.4408292828092451,1.6773137585556988,[0.163 0.16  0.222 0.454],0.0,0.0,0.0031241934774977314,51145833.33318148,[14.539 16.756  5.997  3.408],62.75793650775018
2,[2403. 2927. 1120.  750.],10081.0,201.60000000059856,[ 27.288  30.403  42.705 101.204],10488.320147357363,12536.0,4989.0,9816000000.0,43512399.627079815,1461.0,52.02023681855603,0.5957742287471501,36.5531197301855,12.25252210647454,0.708502696731223,0.17418906854478722,0.4089872036504315,1.5899216347584566,[0.135 0.151 0.212 0.502],0.0,0.0,0.004432803547991016,48690476.19033163,[11.92  14.519  5.556  3.72 ],62.18253968235506
3,[3092. 3466. 1297.  583.],10081.0,201.60000000059856,[33.852 40.624 49.295 77.829],11385.03725900632,13196.0,5035.0,9636000000.0,32876184.13327725,2077.0,56.4677971382086,0.7451244916178992,36.608272988790794,15.75307794681519,0.8967315048005318,0.2341037595476639,0.3548259101279635,1.5544092847931752,[0.168 0.202 0.245 0.386],0.0,0.0,0.003411808233009262,47797619.04747713,[15.337 17.192  6.434  2.892],65.45634920615487
4,[3084. 3500. 1122.  639.],10081.0,201.60000000059856,[35.468 39.53  42.005 84.597],11560.749863851166,12056.0,5869.0,10429500000.0,25250837.33695147,2087.0,57.339300981303595,0.8141255827794865,39.79089376053963,17.03816183483514,1.0170322512618621,0.24878484277353438,0.43874615613530404,1.6425949806566809,[0.176 0.196 0.208 0.42 ],0.0,0.0,0.0024210975921138567,51733630.952227354,[15.298 17.361  5.565  3.17 ],59.80158730140975
5,[2596. 3029. 1210.  667.],10081.0,201.60000000059856,[28.772 35.878 47.258 89.692],10854.603967141295,12672.0,4183.0,9324000000.0,26546341.38769046,1475.0,53.83694061670924,0.5983533379625058,34.08352345997421,12.060823221113605,0.7165437464108663,0.1785537149092352,0.3246701716099593,1.5031246900109116,[0.143 0.178 0.234 0.445],0.0,0.0,0.0028470979609277625,46249999.999862686,[12.877 15.025  6.002  3.309],62.85714285695623
6,[3025. 3423. 1302.  619.],10081.0,201.60000000059856,[34.766 33.701 49.638 83.495],11286.54467656675,11648.0,5490.0,9579000000.0,30367727.776503418,2191.0,55.97929112472094,0.7185795060013912,34.50411665509374,16.245349501633864,0.991907391980279,0.24759448467413947,0.3984723737724432,1.5138379129054658,[0.172 0.167 0.246 0.414],0.0,0.0,0.003170239876448838,47514880.95223988,[15.005 16.979  6.458  3.07 ],57.77777777760623
