drop_ratio,ue_drop_ratio,delay_ratio,qos_reward,pc_kw,reward
0.0,0.0,0.0,0.0,0.4310600280761719,-0.4310600280761719
0.0,0.0,0.0,0.0,0.4310600280761719,-0.4310600280761719
0.0,0.0,0.12111111,0.004394442985921717,0.6412367553710938,-0.623658983427407
0.0,0.0,0.1075,0.004462498875434584,0.5188532104492187,-0.5010032149474803
0.0,0.0,0.0,0.0,0.4310600280761719,-0.4310600280761719
0.0,0.0,0.0,0.0,0.4310600280761719,-0.4310600280761719
0.0,0.0,0.0,0.0,0.4310600280761719,-0.4310600280761719
0.0,0.0,0.0,0.0,0.4310600280761719,-0.4310600280761719
0.0,0.0,0.0,0.0,0.4310600280761719,-0.4310600280761719
0.0,0.0,0.11333334,0.004433328881626354,0.6186028442382813,-0.6008695287117759
0.0,0.0,0.21722223,0.003913888204453908,0.5437047119140626,-0.528049159096247
0.0,0.0,0.0,0.0,0.47141897583007814,-0.47141897583007814
0.0,0.0,0.11666667,0.004416662247520893,0.46920770263671874,-0.45154105364663516
0.0,0.0,0.42666668,0.0028666637483455598,0.5178919067382812,-0.5064252517448989
0.0,0.0,0.17555556,0.004122220840863596,0.49635693359375,-0.4798680502302956
0.0,0.0,0.38,0.0030999969238449344,0.43714111328125,-0.42474112558587024
0.0,0.0,0.20083334,0.003995832323447734,0.568064697265625,-0.552081367971834
0.0,0.0,0.24,0.0037999981268230267,0.5363674316406251,-0.521167439133333
0.0,0.0,0.26,0.003699998197684617,0.5131204223632813,-0.4983204295725428
0.0,0.0,0.15888889,0.004205554141452109,0.50560693359375,-0.4887847170279415
0.0,0.0,0.22666667,0.0038666627632477062,0.4479199829101563,-0.43245333185716545
0.0,0.0,0.0,0.0,0.4310600280761719,-0.4310600280761719
0.0,0.0,0.18333334,0.004083329230135889,0.551781982421875,-0.5354486655013315
0.0,0.0,0.24222222,0.003788887638509545,0.5026811828613281,-0.48752563230728996
0.0,0.0,0.13,0.004349995673846184,0.43690182495117186,-0.4195018422557871
0.0,0.0,0.0,0.0,0.4310600280761719,-0.4310600280761719
0.0,0.0,0.0,0.0,0.4310600280761719,-0.4310600280761719
0.0,0.0,0.0,0.0,0.4310600280761719,-0.4310600280761719
0.0,0.0,0.0,0.0,0.4310600280761719,-0.4310600280761719
0.0,0.0,0.0,0.0,0.557116455078125,-0.557116455078125
0.0,0.0,0.26777777,0.0036611105360265348,0.4850867004394531,-0.47044225829534697
0.0,0.0,0.0,0.0,0.4310600280761719,-0.4310600280761719
0.0,0.0,0.0,0.0,0.46364334106445315,-0.46364334106445315
0.0,0.0,0.39166668,0.003041665076295376,0.46192010498046876,-0.4497534446752873
0.0,0.0,0.0,0.0,0.567354736328125,-0.567354736328125
0.0,0.0,0.27916667,0.0036041657556911202,0.5585161132812501,-0.5440994502584856
0.0,0.0,0.26833335,0.0036583323571587776,0.47566860961914065,-0.46103528019050555
0.0,0.0,0.18,0.00409999586424135,0.46501052856445313,-0.4486105451074877
0.0,0.0,0.18666667,0.004066662596030428,0.4583536376953125,-0.4420869873111908
0.0,0.0,0.0,0.0,0.4310600280761719,-0.4310600280761719
0.0,0.0,0.0,0.0,0.4636292114257813,-0.4636292114257813
0.0,0.0,0.0,0.0,0.4619150085449219,-0.4619150085449219
0.0,0.0,0.42666668,0.0028666651816767167,0.44645462036132816,-0.4349879596346213
0.0,0.0,0.0,0.0,0.463622802734375,-0.463622802734375
0.0,0.0,0.0,0.0,0.46190936279296874,-0.46190936279296874
0.0,0.0,0.35666665,0.003216665119925573,0.49265335083007816,-0.47978669035037586
0.0,0.0,0.23333333,0.0038333294950367853,0.5932671508789062,-0.5779338328987591
0.0,0.0,0.33066666,0.003346666024354234,0.52613671875,-0.512750054652583
0.0,0.0,0.67333335,0.0016333316324497703,0.4877233581542969,-0.4811900316244978
0.0,0.0,0.0,0.0,0.4650254821777344,-0.4650254821777344
0.0,0.0,0.32666665,0.00336666336755523,0.4618845520019531,-0.4484178985317322
0.0,0.0,0.17,0.004149995841063463,0.4361787414550781,-0.4195787580908243
0.0,0.0,0.0,0.0,0.4310600280761719,-0.4310600280761719
0.0,0.0,0.0,0.0,0.4310600280761719,-0.4310600280761719
0.0,0.0,0.0,0.0,0.46385046386718753,-0.46385046386718753
0.0,0.0,0.26666668,0.0036666629304649844,0.462390380859375,-0.44772372913751507
0.0,0.0,0.0,0.0,0.4622012634277344,-0.4622012634277344
0.0,0.0,0.29833335,0.0035083315116156465,0.462141357421875,-0.44810803137541244
0.0,0.0,0.27666667,0.003616665740645195,0.48943649291992186,-0.4749698299573411
0.0,0.0,0.0,0.0,0.45872637939453126,-0.45872637939453126
0.0,0.0,0.0,0.0,0.45872637939453126,-0.45872637939453126
0.0,0.0,0.0,0.0,0.45872637939453126,-0.45872637939453126
0.0,0.0,0.55333334,0.0022333310562922043,0.4915765686035156,-0.4826432443783468
0.0,0.0,0.29444444,0.0035277766150977156,0.47361895751953126,-0.4595078510591404
0.0,0.0,0.0,0.0,0.5269341430664063,-0.5269341430664063
0.0,0.0,0.43333334,0.0028333323690209952,0.49815692138671874,-0.48682359191063473
0.0,0.0,0.635,0.0018249991351841483,0.46187893676757813,-0.45457894022684153
0.0,0.0,0.0,0.0,0.49495419311523436,-0.49495419311523436
0.0,0.0,0.30333334,0.0034833324187901558,0.4501271057128906,-0.43619377603772996
0.0,0.0,0.0,0.0,0.4667846374511719,-0.4667846374511719
0.0,0.0,0.38833332,0.003058331867745687,0.4460770263671875,-0.4338436988962047
